observer,score
obsr360968,0.156635171809675
obsr361037,0.341139169433396
obsr361043,0.0876463627814749
obsr361204,0.213037400599078
obsr368303,0.126889359597435
obsr377574,0.0751666727937872
obsr38671,0.0552036356954605
obsr393275,0.269229590750198
obsr396153,0.354043523270666
obsr396794,0.168219638455391
obsr404551,0.156017335027995
obsr407468,0.322831736928713
obsr417095,0.613621847216647
obsr420129,0.0578992758671965
obsr421991,0.219729744865386
obsr427379,0.165948998273049
obsr429294,0.0578223518777849
obsr432530,0.222353016506514
obsr433118,0.170297970401154
obsr436534,0.110145565877248
obsr438850,0.138573308644477
obsr439042,0.327464742148488
obsr443272,0.0894294530654972
obsr443320,0.217898277336276
obsr444518,0.204573642399615
obsr444880,0.218568082692667
obsr444887,0.282621889911615
obsr444932,0.0503312476417909
obsr445600,0.247594175008794
obsr445839,0.249802681352057
obsr447037,0.205349636275667
obsr447038,0.123566405750627
obsr447431,0.337502306584926
obsr447642,0.210196616901137
obsr447651,0.252074757243049
obsr448981,0.198569275983563
obsr450632,0.171219086338784
obsr450777,0.172777810992222
obsr451135,0.257092600810804
obsr451183,0.125953350053975
obsr451821,0.284881199274838
obsr451976,0.175827653873615
obsr452032,0.0891116147235291
obsr452081,0.205146455403367
obsr452175,0.113624578022312
obsr452383,0.233992643985333
obsr452388,0.27488553875869
obsr452783,0.140109901614929
obsr452958,0.175101011352551
obsr452970,0.159576314507629
obsr453383,0.53402451166522
obsr454167,0.212157209194396
obsr454178,0.181840246439087
obsr454235,0.145881898903042
obsr455233,0.248467408217118
obsr455915,0.26159513134351
obsr456008,0.211608846184078
obsr456123,0.182927232387424
obsr456401,0.145870171922114
obsr456476,0.213595339397679
obsr456511,0.144169992862138
obsr456995,0.107641516232087
obsr457068,0.204897046649054
obsr457252,0.315141935258456
obsr457824,0.264794234588154
obsr458216,0.079956765476719
obsr458832,0.163241866753018
obsr459753,0.206622358534574
obsr460466,0.185397940191236
obsr460881,0.0605160086728088
obsr461990,0.174127730401844
obsr462726,0.203609362541971
obsr462872,0.699897335971798
obsr462877,0.099574190121932
obsr463990,0.144783478290198
obsr464006,0.0614089957519135
obsr464012,0.22934700390724
obsr464023,0.164963437861887
obsr464041,0.142458281789791
obsr464128,0.12606210537714
obsr464607,0.227194809269884
obsr465527,0.104078987110847
obsr466012,0.356355480044697
obsr467411,0.176750289173099
obsr467521,0.305562380483697
obsr467746,0.114876047706672
obsr468107,0.157848356913147
obsr468305,0.13287560361766
obsr468452,0.289991625938314
obsr471025,0.213264613247329
obsr471410,0.0686817575474699
obsr471421,0.21578700134582
obsr471426,0.0608463889654901
obsr471429,0.0863617778147284
obsr471431,0.319633232475672
obsr471477,0.239929286141026
obsr471486,0.233949521949255
obsr471571,0.156534157035392
obsr471637,0.322159053519803
obsr471949,0.213915726889204
obsr472366,0.0585725567351074
obsr472625,0.412488052934923
obsr472810,0.0814185416668581
obsr474224,0.155237766584789
obsr477351,1
obsr477750,0.160680672582872
obsr477965,0.143525071655553
obsr477995,0.239843459116604
obsr478018,0.17566854044205
obsr478049,0.165409074837206
obsr478349,0.213408022360685
obsr479718,0.481492325366261
obsr480578,0.17945750621881
obsr480680,0.241664198248202
obsr481029,0.331844344693245
obsr484000,0.10804701155662
obsr485649,0.0759213621110209
obsr485918,0.129687543125372
obsr488338,0.401629128195474
obsr488548,0.204567321647796
obsr488624,0.119008150698314
obsr489917,0.105870505447877
obsr490392,0.192529580895962
obsr492322,0.288922826925823
obsr492437,0.251484727137706
obsr494050,0.246416429658972
obsr496470,0.268100750260189
obsr500340,0.203234487766342
obsr500344,0.164312070214927
obsr500956,0.369344801510822
obsr501521,0.0662265194520622
obsr505958,0.153151736934535
obsr506900,0.174979393243623
obsr507607,0.257083449127419
obsr508237,0.327861654862382
obsr508619,0.152408175662363
obsr509242,0.13176349109773
obsr509525,0.127358029692653
obsr516024,0.124625929694576
obsr517633,0.150946022818593
obsr517846,0.0956178396949135
obsr517848,0.231700041618954
obsr520047,0.192139883224497
obsr520116,0.245611874160759
obsr521326,0.148124616234621
obsr521861,0.0843846906598225
obsr522548,0.161397177596752
obsr524754,0.0816507905413623
obsr525407,0.139173724443892
obsr527144,0.131564993744662
obsr527452,0.162252756324097
obsr529121,0.132298010221914
obsr530814,0.252748875156861
obsr533757,0.149080424957087
obsr533763,0.145163985986792
obsr533869,0.169035158765987
obsr534175,0.0863781529028706
obsr535333,0.138320197799958
obsr535641,0.175843822144527
obsr535869,0.293612865235095
obsr535918,0.198313755436808
obsr536147,0.206375672344686
obsr536687,0.252893564070128
obsr537010,0.210761777833414
obsr537107,0.208513023995142
obsr537269,0.245212905356406
obsr537281,0.0678360582302125
obsr537284,0.0695163940422036
obsr537293,0.233859805469085
obsr537301,0.320408526484469
obsr537445,0.0830507602239164
obsr538395,0.268434275862528
obsr538498,0.270621275333935
obsr538517,0.248010008346638
obsr539022,0.24334366810483
obsr541971,0.181128486958548
obsr542105,0.234960307041122
obsr542571,0.282757842621291
obsr543045,0.0983197831045788
obsr543220,0.188993703431884
obsr544109,0.065117358485677
obsr544111,0.0981781265232626
obsr544318,0.0901230770239705
obsr544423,0.266537830079289
obsr544817,0
obsr545191,0.297843342785065
obsr545455,0.319970053247514
obsr546122,0.148156348254795
obsr546719,0.408450531070449
obsr546928,0.141327257965601
obsr546932,0.21511256268078
obsr547306,0.133337861440128
obsr547339,0.160689547089733
obsr547522,0.217804950778254
obsr547694,0.256224983984815
obsr548050,0.204962148123124
obsr548151,0.163259844990391
obsr548465,0.167446546139683
obsr548778,0.262055050497218
obsr549848,0.267268552173591
obsr550086,0.0503431765395359
obsr550482,0.126773728200157
obsr551029,0.261025939874664
obsr551309,0.271814481477821
obsr551328,0.124530887503564
obsr551902,0.417048599434862
obsr551949,0.322480637214558
obsr553448,0.674895279849054
obsr554278,0.211682037155189
obsr554559,0.247845116978694
obsr554742,0.210627663960798
obsr554987,0.146970730745129
obsr555365,0.136297488533311
obsr555636,0.307220666527129
obsr556976,0.127657721739794
obsr556980,0.217376082521748
obsr558158,0.205595629301543
obsr558429,0.0653977049622284
obsr558475,0.309978502072182
obsr558508,0.227580779225859
obsr558775,0.679581908886197
obsr559658,0.248284249758499
obsr559665,0.184889338619246
obsr559716,0.322787813776796
obsr559967,0.140837813466899
obsr559987,0.356198754873152
obsr561185,0.0618777998855157
obsr564610,0.195025290170763
obsr564960,0.183630943756693
obsr564988,0.24257821024915
obsr567346,0.169256020448641
obsr568923,0.40201878494177
obsr568962,0.127509803810907
obsr569199,0.195947815965969
obsr574042,0.235418103846736
obsr575633,0.211729189973792
obsr578380,0.34197139021604
obsr578572,0.102660687969547
obsr578609,0.149543333998914
obsr578641,0.227893054244469
obsr579082,0.129134347793376
obsr579089,0.125841698409906
obsr579373,0.292880355000525
obsr579383,0.28397964835711
obsr579521,0.0725653789862594
obsr580543,0.0764050673249127
obsr580736,0.200066895838138
obsr581194,0.0955574262566804
obsr584663,0.112560208130294
obsr584907,0.152621288420954
obsr585885,0.125820668431918
obsr589493,0.192591824817976
obsr589548,0.0288403142054672
obsr593429,0.426615435550771
obsr593874,0.321879594606571
obsr594547,0.108275801069885
obsr596578,0.341499369641375
obsr598752,0.553992909805279
obsr601978,0.180710705723744
obsr60400,0.172057035262392
obsr606750,0.231904183363053
obsr606751,0.276054305013387
obsr607543,0.203996403452993
obsr60808,0.163308336760089
obsr608884,0.0975876354459198
obsr611967,0.296806236640714
obsr613455,0.0773820787459853
obsr614765,0.214579897642957
obsr616706,0.213670010738975
obsr617665,0.111128610345325
obsr620213,0.329815057634206
obsr620593,0.243070759165478
obsr621980,0.148370050439722
obsr625868,0.121930321377316
obsr626098,0.116228642612628
obsr626245,0.172947859560811
obsr628901,0.148585111468567
obsr629769,0.341499369641375
obsr630981,0.212013411250293
obsr633794,0.187134932271684
obsr634642,0.249307700880968
obsr635175,0.148304147975857
obsr637265,0.289598915788962
obsr637980,0.110595106629644
obsr638917,0.1302586394349
obsr639338,0.23145702032495
obsr640214,0.203704932393349
obsr643676,0.136635528023187
obsr644989,0.359847287255251
obsr644993,0.217844080022953
obsr645317,0.154460474795549
obsr645356,0.10957649863278
obsr645548,0.104688906548976
obsr645559,0.276207596114542
obsr646550,0.293517190130354
obsr646576,0.211705452530834
obsr646755,0.333068361672883
obsr647500,0.139106273500902
obsr648322,0.285690774498587
obsr648519,0.158439429512539
obsr648908,0.238166878612975
obsr648913,0.30958090018424
obsr650386,0.178752496613298
obsr650764,0.198684494665417
obsr651690,0.160668009263706
obsr652355,0.0820446189252766
obsr652997,0.0942146096683862
obsr654562,0.188685065193055
obsr655584,0.174384895015127
obsr659034,0.0874178603323657
obsr659513,0.175712672145487
obsr660094,0.112445844163564
obsr660861,0.201916333452024
obsr661197,0.314141697903656
obsr662808,0.300168042136758
obsr663407,0.0705511979465768
obsr663903,0.207417840775496
obsr664426,0.0900218555073268
obsr665330,0.157456065236013
obsr667417,0.204273796134984
obsr667418,0.134171730886402
obsr668448,0.289383067737593
obsr668639,0.242986719762601
obsr668797,0.140758650612905
obsr670867,0.219977002424272
obsr671272,0.177327740796101
obsr672110,0.236767828434825
obsr672663,0.374500044723654
obsr672838,0.0654854674983187
obsr673421,0.237156520170949
obsr674832,0.272718351366372
obsr676190,0.0521745051571431
obsr676264,0.260209741029989
obsr677358,0.0545297451495938
obsr680361,0.20363901276974
obsr681415,0.212030177180301
obsr682911,0.171307911961866
obsr682936,0.315305549961809
obsr682938,0.210804741971075
obsr684712,0.331927853704531
obsr684713,0.170960259952964
obsr685150,0.182006488393278
obsr685230,0.280314728185695
obsr685589,0.267119711424214
obsr685605,0.174321634705022
obsr686530,0.193074177372122
obsr686546,0.231648937219376
obsr687551,0.302362501480962
obsr698990,0.0962195819291996
obsr700826,0.103597198624559
obsr701947,0.081935263822971
obsr702352,0.376164171760711
obsr706049,0.154975174511196
obsr711787,0.521678960674748
obsr715657,0.104104790887949
obsr721824,0.51809455604182
obsr722703,0.19138725640998
obsr727953,0.0735623818858749
obsr728210,0.154135164227683
obsr728211,0.154135164227683
obsr728253,0.310424100110154
obsr728275,0.351582078440345
obsr729551,0.219625866342482
obsr731344,0.313443786185304
obsr738024,0.280172265260586
obsr741462,0.320471828748889
obsr741924,0.145864790685442
obsr743492,0.201646952981655
obsr750109,0.198161670914587
obsr751759,0.328846933780081
obsr754067,0.298282038226355
obsr761745,0.26483848715884
obsr762773,0.0753529810055459
obsr765455,0.336730721836376
obsr767165,0.209838401289466
obsr778167,0.410873287550894
obsr778170,0.350315017434579
obsr779050,0.137311115476247
obsr784975,0.540259312097054
obsr785224,0.134432322536771
obsr785303,0.207911884484562
obsr788261,0.203403241112396
obsr789008,0.193610091707418
obsr789644,0.223927072756551
obsr790292,0.0387225393635397
obsr790899,0.274545622418792
obsr791113,0.236963815539571
obsr791310,0.218550463663736
obsr791315,0.272816140664035
obsr794560,0.181674013167541
obsr796707,0.42528872500232
obsr798011,0.292036882665391
obsr804052,0.30535343086774
obsr809396,0.0996735641790156
obsr812427,0.0531223492646137
obsr816937,0.0889688978825794
obsr817841,0.216166342864062
obsr822329,0.227815533420321
obsr822861,0.167534267375463
obsr823367,0.155177896214047
obsr823368,0.159163011314032
obsr823445,0.227893054244469
obsr824178,0.138424705347212
obsr828487,0.241021802958332
obsr828850,0.345322345702713
obsr829727,0.105789094977326
obsr831277,0.169111881130172
obsr834836,0.213791669870214
obsr836588,0.181915100016803
obsr836656,0.280597676368716
obsr836967,0.13057513627149
obsr837310,0.0650427445318856
obsr837313,0.126760604074574
obsr837316,0.148464940418521
obsr837320,0.13228183472436
obsr837661,0.241626595781626
obsr837740,0.0769823611623816
obsr839879,0.261032157194404
obsr840788,0.110058007452093
obsr841641,0.0582045876858078
obsr842667,0.227969915611677
obsr843084,0.283629900870101
obsr844898,0.277834740515303
obsr846045,0.201773193230907
obsr846093,0.123137448725662
obsr847180,0.16314062880821
obsr847228,0.136772958903729
obsr848117,0.306988259142735
obsr848122,0.351119099933477
obsr848123,0.168411753212652
obsr848504,0.220280461644536
obsr849387,0.373391061148904
obsr849511,0.0744776309178947
obsr849956,0.259963193406722
obsr853046,0.0612364540911558
obsr854109,0.16770527300284
obsr854728,0.0707927644244072
obsr855452,0.116409578476994
obsr855899,0.266724157270549
obsr857543,0.269431600790273
obsr861314,0.621996796332318
obsr866047,0.276287362711072
obsr866051,0.153038906646333
obsr866057,0.260527323362665
obsr871432,0.199330414688649
obsr871436,0.116815985797699
obsr874478,0.0576006357493067
obsr885071,0.0897083814732224
obsr885111,0.154517416825021
obsr886522,0.302942245341905
obsr89319,0.118819622924852
obsr897401,0.181811431428902
obsr899638,0.356865120644051
obsr900776,0.206318198464935
obsr90312,0.0655215849421415
obsr911223,0.184576678912964
obsr914051,0.0726143442533567
obsr92303,0.124282335250745
obsr923571,0.152806799128834
obsr936439,0.285284999569384
obsr936834,0.0466687722767112
obsr938426,0.245722581049883
obsr938468,0.17852229536276
obsr940620,0.330053447012343
obsr941685,0.167625649548282
obsr943801,0.139196598446088
obsr944274,0.170197404309054
obsr944818,0.304080794906764
obsr945143,0.387499094896049
obsr945930,0.280314958939801
obsr945934,0.231535085587468
obsr946118,0.212606438531407
obsr946780,0.0149455279793302
obsr946806,0.0149455279793303
obsr950214,0.20859039814876
obsr951484,0.0946401862970256
obsr952044,0.225626553637406
obsr958750,0.0972150349037728
obsr960530,0.308041490626442
obsr962397,0.2018773237508
obsr962839,0.205434848309922
obsr965017,0.143189276805845
obsr966284,0.148097276930137
obsr971739,0.127912513765324
obsr974048,0.130959579086412
obsr976072,0.231584998961127
obsr977020,0.10917829381845
obsr982712,0.175808373296232
obsr982817,0.177083115589879
obsr988826,0.39440618666545
obsr988943,0.0897087087114508
obsr989404,0.193610091707418
obsr990492,0.112418792600605
obsr991645,0.285044143113882
obsr991709,0.163560389379482
obsr992608,0.149291583624369
obsr993971,0.198622003967585
obsr996365,0.0954057272718878
obsr998432,0.860562241895147
obsr998885,0.276811848468024
obsr998949,0.185335702810335
obsr999207,0.17278342607232
obsr999220,0.1354607460529
